Index,Dataset,Average number of tokens,Number of unique tokens,Minimum number of tokens,Maximum number of tokens,Mean distance,Fisher ratio,CalHara Index,DaBou Index,Number of cluster,Pearson Med,Number of labels,Kurtosis,Misclassification rate,Number of classes,ASR_TextFooler,ASR_PWWS,ASR_BERT,ASR_DeepWordBug
176,amazon_review_full,103.3888889,9216,16,526,4.36502256,12.86711839,2879.017741,0,0,-0.434372243,5,2.357336867,0.8,5,0.66,0.96,0.97,0.68
177,amazon_review_full,101.8655556,9038,17,367,4.34805153,13.10565065,2932.389333,3.056291424,2,-0.523822722,5,1.422934637,0.9,5,0.73,1,Nan,0.74
178,yelp_review_polarity,189.9044444,9424,7,1533,2.518316476,19.61818795,17617.13278,0,0,0,2,1,0.99,2,0.51,0.83,Nan,0.2
179,ag_news,46.29333333,7425,16,207,3.90893554,14.29409607,4269.170028,0,0,0.90913729,4,2,0.82,4,0.52,0.49,Nan,0.13
180,dbpedia,67.61666667,9620,9,182,7.902487989,7.736841271,527.2954897,0,0,0.818393207,14,2.886020653,0.91,14,0.35,0.4,Nan,0.17
181,yelp_review_full,180.1822222,8942,6,1092,4.280829853,12.96514269,2900.950677,0,0,-0.590878948,5,1.588897146,0.86,5,0.63,0.91,Nan,Nan
182,ag_news,47.19,7437,10,386,3.938639599,14.05979907,4199.193321,0,0,-1.075705748,4,2.182857143,0.81,4,0.54,0.6,,
183,dbpedia,66.11333333,9540,11,182,7.970994132,7.637281706,520.5101224,0,0,0.439414504,14,2.616921684,0.94,14,0.47,0.51,0.63,0.1
184,amazon_review_polarity,98.70888889,8989,21,258,2.556154246,19.76122272,17745.578,0,0,0,2,1,0.98,2,0.52,0.8,0.82,0.38
185,dbpedia,65.66666667,9525,10,192,7.771091765,7.814403324,532.581642,0,0,0.916189922,14,3.866632627,0.89,14,0.4,0.41,Nan,0.19
186,dbpedia,65.69,9570,11,145,7.794223551,7.808267933,532.1634914,0,0,0.097823198,14,1.630663217,0.93,14,0.44,0.45,Nan,0.19
187,dbpedia,65.19,9552,11,214,7.883742339,7.720435052,526.1773428,0,0,-0.308639362,14,3.756132413,0.93,14,0.37,0.44,0.72,0.13
188,ag_news,45.31555556,7323,13,209,3.743422827,14.63437259,4370.799279,0,0,1.275585608,4,2.245140285,0.74,4,0.47,0.51,0.51,0.21
189,amazon_review_full,101.2455556,9017,22,343,4.427964395,12.80277007,2864.619804,0,0,0,5,1.389945468,0.82,5,0.75,0.98,,
190,amazon_review_polarity,98.35555556,8885,19,500,2.53481414,19.96639478,17929.82251,0,0,0,2,1,0.79,2,0.52,0.77,0.88,0.34
191,yelp_review_polarity,196.5122222,9569,5,1508,2.587449878,19.10686165,17157.96176,0,0,0,2,1,0.9,2,0.45,0.74,,
192,dbpedia,64.35888889,9426,5,163,7.773831256,7.870557956,536.4087961,0,0,-1.025405437,14,1.782130267,0.92,14,0.35,0.41,0.64,0.1
193,ag_news,46.40555556,7385,16,211,3.792806693,14.48062269,4324.87931,0,0,1.474617457,4,2.297959551,0.96,4,0.54,0.49,0.45,0.16
194,ag_news,44.94888889,7247,10,198,3.870039445,14.30173972,4271.45293,0,0,0,4,1.852071006,0.81,4,0.52,0.62,0.53,0.19
195,yelp_review_polarity,186.7844444,9242,6,1321,2.629702932,18.92678849,16996.25606,0,0,0,2,1,0.51,2,0.49,0.85,Nan,0.32
196,dbpedia,65.95555556,9543,11,138,7.866659818,7.808015619,532.1462953,0,0,-0.587486011,14,2.292956715,0.91,14,0.33,0.45,Nan,0.11
197,amazon_review_polarity,99.85111111,9257,18,320,2.583110071,19.6607413,17655.34569,0,0,0,2,1,1,2,0.57,0.74,Nan,0.22
198,amazon_review_polarity,102.2633333,8951,20,442,2.566419176,19.59635223,17597.5243,0,0,0,2,1,0.61,2,0.52,0.73,0.86,0.27
199,yelp_review_polarity,189.0711111,9441,3,1285,2.570920251,19.10680115,17157.90744,0,0,0,2,1,0.84,2,0.5,0.79,Nan,0.26
200,amazon_review_full,103.8722222,9298,16,298,4.271775081,13.27223404,2969.662366,3.12739212,2,0,5,1.304395604,0.88,5,0.72,0.99,0.99,0.7
201,yelp_review_full,182.0233333,9036,6,1235,4.468360106,12.63683831,2827.492573,0,0,0.768675058,5,3.012990123,0.8,5,0.72,0.95,Nan,0.63
202,yelp_review_full,193.9055556,9139,4,1180,4.413836551,12.63627643,2827.366851,0,0,0.223855665,5,2.386210882,0.87,5,0.7,0.93,Nan,Nan
203,yahoo_answers,56.97666667,6247,3,411,6.422723679,9.389989383,928.5656168,0,0,-0.345134245,10,2.154422145,0.89,10,0.74,0.84,Nan,0.51
204,yahoo_answers,58.17444444,6314,3,612,6.489266594,9.300708144,919.7366942,0,0,-0.507818527,10,2.248770536,0.91,10,0.82,0.81,Nan,0.51
205,yelp_review_full,193.3566667,9139,5,1115,4.326035508,12.87994417,2881.887509,0,0,-1.544055038,5,1.615828253,0.85,5,0.71,0.96,Nan,Nan
206,yelp_review_full,186.2944444,8976,7,1262,4.297317913,12.82377099,2869.318758,0,0,0.620468362,5,1.765332013,0.8,5,0.71,0.89,Nan,Nan
207,yelp_review_full,186.6844444,8981,4,1376,4.395575283,12.77090893,2857.490872,0,0,-1.493914782,5,1.439562196,0.87,5,0.61,0.92,Nan,0.55
208,amazon_review_full,99.82333333,8922,19,377,4.439758283,12.7496338,2852.730562,0,0,1.012220413,5,1.556207511,0.9,5,0.68,0.96,Nan,0.65
209,yelp_review_full,184.1688889,9009,4,1344,4.370966126,12.75511285,2853.9565,0,0,-0.446223088,5,1.568055447,0.82,5,0.69,0.96,Nan,0.7
210,yelp_review_full,197.4766667,9093,8,1268,4.383252634,12.64291719,2828.852721,0,0,-2.129221005,5,1.175744412,0.93,5,0.65,0.97,Nan,0.53
211,amazon_review_full,100.6455556,8995,20,260,4.388630295,12.96854631,2901.712237,0,0,1.193335926,5,1.521182503,0.84,5,0.67,0.96,Nan,0.67
212,yelp_review_full,187.9544444,9032,5,1218,4.339178066,12.85084005,2875.375461,0,0,-1.194849352,5,1.9902922,0.82,5,0.7,0.95,Nan,Nan
213,amazon_review_full,99.86555556,8940,18,369,4.271439511,13.25990793,2966.9044,0,0,-0.511495755,5,1.663737155,0.81,5,0.68,0.94,1,0.76
214,amazon_review_full,102.3922222,9117,20,343,4.34234884,13.0382486,2917.308125,0,0,1.419696906,5,2.755473599,0.9,5,0.73,0.99,Nan,0.73
215,amazon_review_full,98.89111111,9139,19,458,4.30805405,13.14180505,2940.47888,0,0,1.373893698,5,2.872449439,0.87,5,0.69,0.96,Nan,0.64
216,yelp_review_full,191.5788889,9273,6,1375,4.309075551,12.88706208,2883.480139,0,0,0,5,1.652362789,0.86,5,0.62,0.91,Nan,Nan
217,yelp_review_full,183.2066667,9161,4,1239,4.413693462,12.63886016,2827.94496,0,0,0,5,1.88781757,0.86,5,0.67,0.92,Nan,0.58
218,amazon_review_full,103.4211111,9159,19,295,4.450705825,12.64768738,2829.920051,0,0,0.339031752,5,1.572141239,0.93,5,0.74,0.99,0.99,0.74
219,yahoo_answers,57.07111111,6082,3,469,6.431365875,9.42244594,931.7752096,3.025816762,2,0.4711138,10,2.462875596,0.96,10,0.81,0.91,Nan,0.5
220,yelp_review_full,185.0522222,9110,8,1382,4.328550363,12.85501252,2876.30905,0,0,0,5,1.959295349,0.86,5,0.68,0.92,Nan,Nan
221,yelp_review_full,187.58,9131,5,1318,4.407792521,12.69868382,2841.330505,0,0,-0.417634535,5,2.31611682,0.78,5,0.64,0.92,Nan,Nan
222,amazon_review_full,104.0055556,9148,18,385,4.312233043,13.06521683,2923.342266,0,0,-0.829925003,5,2.196133555,0.74,5,0.68,0.98,Nan,0.78
223,yelp_review_full,186.9622222,9256,5,1343,4.430608199,12.6642362,2833.622849,0,0,-2.067122888,5,1.345635693,0.71,5,0.7,0.87,Nan,0.67
224,amazon_review_full,101.9822222,9241,20,296,4.32100801,13.04251205,2918.262072,0,0,-0.829248341,5,1.534072907,0.87,5,0.7,0.96,Nan,0.64
225,yelp_review_full,183.9422222,9213,7,1376,4.366557172,12.7622283,2855.548582,0,0,-0.28552012,5,1.60818368,0.8,5,0.62,0.91,Nan,Nan
226,yahoo_answers,59.26777778,6539,3,633,6.599759175,9.174815475,907.287308,0,0,-0.350324525,10,2.862214876,0.85,10,0.8,0.86,0.8,0.51
227,yelp_review_full,191.0822222,9227,3,1486,4.279620685,12.96592368,2901.125423,0,0,0,5,2.368517166,0.84,5,0.67,0.94,Nan,0.57
228,yelp_review_full,188.5322222,9059,5,1253,4.383927407,12.74614963,2851.950979,0,0,-1.467738164,5,3.044929833,0.81,5,0.69,0.97,Nan,0.58
229,yahoo_answers,60.99,6384,3,876,6.496234805,9.341051679,923.7262216,0,0,0.183117563,10,1.602702775,0.92,10,0.82,0.89,Nan,0.45
230,yelp_review_full,185.8311111,9206,6,1249,4.369774125,12.67146001,2835.239177,0,0,-2.098135819,5,2.563799622,0.89,5,0.71,0.9,Nan,Nan
231,yelp_review_full,196.4944444,9178,3,1256,4.350185789,12.69480993,2840.463722,0,0,1.355815361,5,2.746860182,0.83,5,0.75,0.95,Nan,Nan
232,yahoo_answers,56.88777778,6119,3,560,6.411499721,9.40737989,930.2853447,0,0,0.37514657,10,1.767589271,0.93,10,,,,
233,amazon_review_full,97.56444444,8993,20,277,4.303382213,12.99850436,2908.41535,0,0,1.331325987,5,2.869740818,0.88,5,0.74,0.95,0.99,0.74
234,yahoo_answers,59.65555556,6315,3,1091,6.460179955,9.440169821,933.5279045,0,0,-0.607955472,10,1.710067505,0.89,10,0.81,0.85,Nan,0.55
235,yelp_review_full,190.5811111,9360,4,1204,4.40539037,12.5545642,2809.083739,0,0,0.635285325,5,2.836624505,0.86,5,0.66,0.95,Nan,0.64
236,yelp_review_full,191.0511111,9014,8,1211,4.372190418,12.7524392,2853.35827,0,0,-1.560056036,5,2.899105302,0.84,5,0.59,0.9,Nan,Nan
237,yahoo_answers,59.68444444,6396,3,999,6.593667027,9.276413271,917.3342012,0,0,-0.117201808,10,2.191563016,0.89,10,0.77,0.89,0.8,0.48
238,yelp_review_full,185.4255556,9048,4,1152,4.318381825,12.85086395,2875.38081,0,0,0.834460875,5,3.003724433,0.86,5,0.73,0.95,Nan,0.56
239,yelp_review_full,180.8444444,8954,7,1290,4.344991193,12.68010693,2837.173927,0,0,1.344632186,5,2.991470026,0.87,5,0.64,0.87,Nan,Nan
240,yahoo_answers,57.92666667,6292,3,1005,6.486468731,9.38262296,927.8371593,0,0,-0.224859507,10,1.713129655,0.96,10,0.85,0.85,Nan,0.54
241,yelp_review_full,191.7588889,9257,6,1171,4.42937733,12.49961891,2796.78973,2.976795834,2,0,5,2.214032429,0.89,5,0.6,0.89,Nan,0.57
242,yelp_review_full,193.4533333,9176,7,1247,4.264584819,12.93454184,2894.103737,0,0,0,5,1.305525951,0.79,5,0.68,0.94,Nan,Nan
243,yahoo_answers,57.59222222,6284,3,1061,6.423251379,9.408004175,930.3470795,0,0,0.445566394,10,2.187081892,0.87,10,0.77,0.84,0.79,0.58
244,yelp_review_full,188.0966667,9179,3,1394,4.323223421,12.84504772,2874.079426,0,0,1.018559756,5,1.981101911,0.83,5,0.72,0.93,Nan,Nan
245,yelp_review_full,190.9722222,9033,5,1270,4.318475605,12.82863907,2870.407991,0,0,-1.005602285,5,2.558073476,0.8,5,0.75,0.91,Nan,Nan
246,yahoo_answers,59.08333333,6195,3,1191,6.450224212,9.402885722,929.8409214,0,0,0.357097874,10,2.207630909,0.89,10,0.75,0.85,0.85,0.57
247,yelp_review_full,184.3666667,9077,6,1225,4.31490676,12.93557414,2894.334714,0,0,0.551410967,5,1.727138879,0.92,5,0.72,0.94,Nan,Nan
248,amazon_review_full,102.28,9110,18,445,4.385047498,12.86262615,2878.012601,0,0,-0.407118971,5,2.624538323,0.8,5,0.7,0.98,Nan,0.7
249,yelp_review_full,189.22,9186,7,1406,4.248374122,13.08273764,2927.262546,0,0,0.446223088,5,2.456143786,0.84,5,0.75,0.97,Nan,Nan
250,banking77__10,16.13777778,1084,5,89,6.44733857,9.195052655,909.2885403,0,0,-1.161035296,10,2.278128392,0.92,10,0.96,0.95,1,0.79
251,amazon_review_full,99.88555556,8998,16,255,4.392043416,12.93202257,2893.540051,3.062245789,2,-0.689609619,5,1.421034676,0.78,5,0.79,0.98,0.99,0.74
252,banking77__4,16.60666667,1090,6,85,3.912321105,13.9849656,4176.843058,0,0,0.196536535,4,1.536978025,0.94,4,0.88,0.91,Nan,0.74
253,banking77__4,15.93555556,1118,5,85,3.753729608,14.37908113,4294.552232,0,0,-0.993883735,4,1.733491969,1,4,0.93,0.97,Nan,0.57
254,ag_news,45.32222222,7211,13,208,3.765876532,14.62141386,4366.92894,0,0,0.861640437,4,2.141482162,0.86,4,0.47,0.54,,
255,banking77__2,16.29333333,1095,4,80,2.585675025,18.91825751,16988.59525,3.675432506,2,0,2,1,0.9,2,0.82,0.85,0.83,0.32
256,tweet_eval_emoji_10,23.05222222,4197,5,61,7.059861146,9.505336394,939.9721545,0,0,1.582053169,10,3.688684736,0.96,10,0.58,0.67,Nan,0.67
257,banking77__2,16.56111111,1132,5,80,2.564472258,19.03831684,17096.40852,0,0,0,2,1,1,2,0.81,0.81,0.83,0.4
258,banking77__14,16.75,1135,6,98,7.787289535,7.816309425,532.71155,0,0,0.402626467,14,3.260017982,0.94,14,0.86,0.91,0.94,0.74
259,tweet_eval_emoji_10,23.56777778,4235,5,50,6.902063236,9.772818742,966.4231867,0,0,1.483202314,10,2.290980247,0.96,10,0.53,0.65,Nan,0.74
281,yelp_review_full,189.6666667,9046,6,1028,4.376125806,12.66559185,2833.926176,3.419445412,2,0,5,1.905439235,0.9,5,0.63,0.94,Nan,Nan
282,dbpedia,65.70111111,9610,11,195,7.825037547,7.778506323,530.1351232,0,0,0.344648694,14,2.580066793,0.94,14,0.32,0.48,0.65,0.11
283,amazon_review_full,99.50888889,8974,19,322,4.392193042,12.91679399,2890.132656,3.153166937,2,-1.311557656,5,1.338481609,0.86,5,0.74,0.99,Nan,0.65
284,banking77__10,16.33444444,1090,5,73,6.411037272,9.28636815,918.3186281,0,0,-0.173668817,10,1.557511374,0.9,10,0.89,0.93,Nan,0.77
285,ag_news,47.70555556,7326,16,306,3.917144438,14.28697185,4267.042261,0,0,0.171498585,4,1.210560041,0.95,4,0.41,0.48,Nan,0.18
286,yelp_review_polarity,186.5855556,9120,6,1219,2.602023314,19.07648937,17130.68746,0,0,0,2,1,0.82,2,0.46,0.77,Nan,0.21
287,banking77__10,16.89222222,1166,5,98,6.446411292,9.345638619,924.179819,0,0,0.651217145,10,2.438589951,0.92,10,0.92,0.93,Nan,0.87
288,ag_news,45.82444444,7358,7,207,3.844082113,14.54454197,4343.969869,0,0,-1.476203494,4,2.304715394,0.76,4,0.42,0.37,0.51,0.12
289,dbpedia,65.72888889,9573,11,166,7.798077463,7.808647874,532.1893859,0,0,-0.102671246,14,2.042979036,0.95,14,0.4,0.47,Nan,0.14
290,banking77__4,16.25222222,1094,4,70,3.863560349,14.01103003,4184.627634,0,0,0.113551675,4,1.5779345,0.81,4,0.88,0.92,Nan,0.59
291,banking77__14,16.41444444,1084,6,72,7.92148034,7.727952318,526.6896733,0,0,0.424316457,14,3.162987596,0.93,14,0.89,0.9,0.94,0.8
292,tweet_eval_emoji_5,23.22,4293,5,51,4.485537888,13.03326646,2916.19337,3.038806007,2,1.167306338,5,2.893191449,0.81,5,0.63,0.7,Nan,0.7
293,tweet_eval_emoji_14,22.98111111,4181,5,52,8.940319274,8.231652229,561.0187596,0,0,0.788366932,14,7.269069419,0.88,14,0.64,0.79,Nan,0.68
294,banking77__14,16.39666667,1139,4,98,7.779611945,7.767500833,529.3850568,0,0,0.111939519,14,2.301368079,0.93,14,0.91,0.95,0.95,0.81
295,tweet_eval_emoji_10,23.30888889,4188,5,49,7.064465798,9.589847539,948.3293678,0,0,1.291481987,10,2.83634902,0.92,10,0.58,0.69,Nan,0.71
296,tweet_eval_emoji_5,23.02888889,4230,5,47,4.489344473,13.01240501,2911.525621,0,0,0.22981928,5,2.267655227,0.81,5,0.57,0.7,Nan,0.65
297,dbpedia,64.23555556,9405,6,149,7.791373322,7.822075383,533.1045223,0,0,0.302714078,14,2.637449683,0.94,14,0.42,0.39,0.78,0.12
298,ag_news,46.24333333,7431,15,268,3.903098973,14.1756511,4233.794462,0,0,-0.303045763,4,1.580174927,0.92,4,0.46,0.52,Nan,0.14
299,banking77__4,16.49777778,1176,5,95,3.797580438,14.38069733,4295.034934,0,0,0.306541216,4,1.963996749,0.75,4,0.89,0.94,Nan,0.67
300,banking77__4,16.78555556,1166,6,98,3.81013894,14.2350984,4251.54939,0,0,0.996927796,4,2.162595506,0.75,4,0.9,0.94,Nan,0.65
301,banking77__4,16.82888889,1181,5,98,3.839025634,14.16895235,4231.793769,0,0,0,4,1.64,0.75,4,0.85,0.95,Nan,0.68
302,banking77__4,16.29111111,1126,6,89,3.929729972,14.03573774,4192.007005,0,0,-0.418039809,4,2,0.9,4,0.94,0.97,Nan,0.63
303,banking77__4,16.12888889,1133,5,75,3.919907271,13.85360299,4137.609427,0,0,0.527046277,4,1.945276635,0.98,4,0.9,0.93,Nan,0.67
304,banking77__4,15.88222222,1083,6,80,3.84775487,14.0219728,4187.895876,0,0,1.371988681,4,2.287069076,0.73,4,0.88,0.91,Nan,0.65
305,banking77__4,16.68111111,1142,5,89,3.869862511,14.01129868,4184.707871,3.038974148,2,-0.468521286,4,1.437834622,0.77,4,0.91,0.97,0.97,0.65
306,banking77__4,16.50555556,1149,5,83,3.834603471,14.34188114,4283.441835,0,0,0.95923292,4,1.911808837,0.74,4,0.9,0.94,0.87,0.68
307,banking77__4,16.57222222,1100,6,80,3.839389938,14.26470002,4260.390406,0,0,-0.507092553,4,1.845714286,0.94,4,0.93,0.98,Nan,0.6
308,banking77__4,16.90555556,1113,5,69,3.839243306,14.09310716,4209.141338,0,0,0,4,1.720897116,0.73,4,0.87,0.96,Nan,0.66
309,banking77__4,16.70111111,1149,6,71,3.90550828,13.92773387,4159.74985,0,0,0,4,1.293115339,0.78,4,0.88,0.95,Nan,0.66
310,banking77__4,16.27777778,1086,6,66,3.807654405,14.23570948,4251.731898,0,0,-0.32349832,4,1.221200649,0.75,4,0.83,0.9,Nan,0.62
311,banking77__4,16.51666667,1099,5,72,3.835337125,13.97880607,4175.003414,0,0,1.459538318,4,2.303180096,0.8,4,0.91,0.93,Nan,0.61
312,banking77__4,16.57777778,1108,5,64,3.836545396,14.10438708,4212.510274,0,0,0.762000762,4,1.700312175,0.75,4,0.87,0.96,Nan,0.58
313,banking77__4,16.32222222,1168,6,98,3.876358636,14.26513495,4260.520306,0,0,0.635998728,4,2.06249211,1,4,0.88,0.94,Nan,0.66
314,banking77__4,16.58777778,1108,6,95,3.843441543,14.13336811,4221.165942,0,0,-1.279204298,4,2.26446281,0.93,4,0.87,0.93,Nan,0.77
315,banking77__4,16.12777778,1094,6,98,3.823643353,14.14060567,4223.327561,0,0,-0.458087939,4,1.246154259,0.81,4,0.86,0.93,Nan,0.73
316,banking77__4,16.58666667,1130,5,70,3.925927066,13.95251262,4167.150436,0,0,0.842483934,4,1.657425191,0.91,4,0.92,0.93,Nan,0.63
317,banking77__4,16.68333333,1138,6,69,3.838440678,14.06595567,4201.032093,2.942063718,2,1.315937338,4,2.247148498,0.74,4,0.85,0.92,Nan,0.72
318,banking77__4,16.29888889,1129,5,72,4.030960445,13.6389955,4073.513324,0,0,-1.553675412,4,2.315775624,1,4,0.9,0.94,Nan,0.68
319,banking77__4,16.62444444,1118,6,63,3.782379813,14.33349849,4280.938215,0,0,0.768921892,4,2.118439981,0.74,4,0.91,0.97,Nan,0.67
320,banking77__4,15.72,1081,5,66,3.710782533,14.65321248,4376.426128,0,0,1.477097892,4,2.308539945,0.89,4,0.88,0.94,Nan,0.67
321,banking77__4,15.99666667,1086,6,80,3.890308886,13.79378811,4119.744715,3.761375716,2,1.622214211,4,2.328306145,0.72,4,0.88,0.97,Nan,0.69
322,banking77__4,16.18222222,1106,5,76,4.018866082,13.67670776,4084.776716,0,0,-0.513264903,4,2.054812588,0.7,4,0.89,0.95,0.92,0.58
323,banking77__4,16.94555556,1174,6,89,3.923187955,13.86299991,4140.415972,0,0,0.108394406,4,1.184124236,0.74,4,0.89,0.94,Nan,0.64
324,banking77__4,16.12666667,1073,4,75,3.724903334,14.31512489,4275.450633,0,0,-0.286038777,4,1.333553719,0.81,4,0.9,0.95,Nan,0.64
325,banking77__4,16.28888889,1142,5,98,3.883592394,14.17641458,4234.022488,0,0,0.492365964,4,1.398700813,0.74,4,0.86,0.95,Nan,0.76
326,banking77__4,16.57333333,1123,5,89,3.82307965,14.13067466,4220.361499,0,0,-0.640792108,4,1.387451494,1,4,0.92,0.95,Nan,0.6
327,banking77__4,16.68444444,1122,5,70,3.777766342,14.42652813,4308.723067,0,0,0,4,1.778546713,0.94,4,0.87,0.91,Nan,0.58
328,banking77__4,16.52666667,1156,6,80,3.805443831,14.27108816,4262.29833,0,0,-0.316227766,4,1.834074074,0.73,4,0.91,0.97,Nan,0.63
329,banking77__4,16.84222222,1117,6,70,3.763710488,14.47743256,4323.926525,0,0,0,4,1.951814396,0.92,4,0.87,0.94,0.91,0.55
330,banking77__4,16.85333333,1159,6,79,3.844914115,14.13796677,4222.53941,0,0,-0.592637758,4,2.054824509,0.8,4,0.92,0.98,Nan,0.69
331,banking77__4,16.44888889,1130,6,72,3.874613652,14.15767488,4228.425564,3.469831887,2,0.29261524,4,1.967103058,0.81,4,0.91,0.94,Nan,0.74
332,banking77__4,15.88666667,1137,5,95,3.837974007,14.0939726,4209.399817,0,0,1.278019301,4,2.258106996,0.95,4,0.91,0.96,0.96,0.73
333,banking77__4,16.44222222,1120,6,63,3.767604705,14.39032952,4297.911749,0,0,-1.477097892,4,2.308539945,0.97,4,0.9,0.92,0.96,0.68
334,banking77__4,16.26888889,1133,5,69,3.857043499,14.18301301,4235.993218,0,0,-0.430508683,4,1.786608187,0.75,4,0.9,0.95,Nan,0.71
335,banking77__4,16.25111111,1125,5,98,3.918225918,13.73808321,4103.107519,0,0,0.166154633,4,1.403816478,0.98,4,0.89,0.95,Nan,0.59
336,banking77__4,16.63222222,1128,4,89,3.859289314,14.05327192,4197.243881,0,0,0.230089497,4,1.5216609,0.82,4,0.92,0.96,Nan,0.74
337,banking77__4,16.25666667,1164,6,98,3.92533541,13.77049761,4112.78862,0,0,0.777481583,4,1.807529517,0.87,4,0.94,0.94,Nan,0.57
338,banking77__4,15.93888889,1069,5,74,3.864309436,14.22326462,4248.015033,3.4329371,2,-0.948683298,4,2.106496,0.74,4,0.9,0.96,Nan,0.73
339,banking77__4,16.67777778,1154,5,80,3.814695915,14.27594609,4263.749231,0,0,0.760469101,4,1.938307447,0.95,4,0.87,0.91,0.92,0.61
340,banking77__4,16.16666667,1132,5,89,3.76954239,14.35190108,4286.434456,0,0,-0.442325868,4,1.697542533,0.8,4,0.94,0.98,0.95,0.62
341,banking77__4,16.27333333,1160,6,85,3.857484908,14.21299971,4244.949248,0,0,-0.996927796,4,2.162595506,0.83,4,0.86,0.93,Nan,0.69
342,banking77__4,16.18666667,1129,5,85,3.868422896,14.21527581,4245.629041,0,0,-0.426401433,4,1.510254056,0.96,4,0.92,0.96,Nan,0.67
343,banking77__4,16.24555556,1095,4,98,3.940232167,13.94901551,4166.105966,0,0,0.410074914,4,2,0.77,4,0.9,0.95,0.88,0.66
344,banking77__4,16.40666667,1117,6,74,3.890136069,14.08162408,4205.711724,0,0,-1.250531802,4,2.118303908,0.9,4,0.86,0.92,Nan,0.6
345,banking77__4,16.52333333,1097,7,85,3.810476384,14.20098179,4241.359893,4.113433889,2,-1.254119426,4,2.135733811,0.77,4,0.86,0.96,Nan,0.63
346,banking77__4,15.88222222,1090,5,85,3.854717554,13.99370262,4179.452517,0,0,-0.593442426,4,1.520907372,0.94,4,0.87,0.96,Nan,0.7
347,banking77__4,16.77555556,1135,5,73,3.845237277,14.10095655,4211.48569,0,0,-1,4,2.185185185,0.96,4,0.9,0.93,0.95,0.65
348,banking77__4,16.32111111,1121,5,72,3.773270358,14.33067428,4280.094719,0,0,-0.276172385,4,1.87130135,0.73,4,0.89,0.96,Nan,0.67
349,banking77__4,16.31888889,1078,5,65,3.754332907,14.54593269,4344.385231,0,0,-1.214461357,4,2.160568674,0.75,4,0.94,0.94,Nan,0.63
350,yelp_review_full,178.8888889,8965,4,1360,4.426036341,12.73039431,2848.425726,0,0,0,5,2.5,0.81,5,0.66,0.92,Nan,Nan
351,banking77__14,17.11888889,1168,5,83,7.774064955,7.793319846,531.1447218,0,0,0.954291327,14,4.630003281,0.91,14,0.92,0.92,0.94,0.83
352,amazon_review_full,98.19333333,8966,15,252,4.209233371,13.29370753,2974.46706,0,0,0.239578712,5,2.281113338,0.8,5,0.72,0.98,0.99,0.7
353,tweet_eval_emoji_10,23.38444444,4334,6,61,7.271856757,9.70447396,959.6646471,0,0,1.521632688,10,3.874296095,0.96,10,0.54,0.67,Nan,0.67
354,yelp_review_full,178.0977778,8981,6,1104,4.389297295,12.7007,2841.781625,0,0,-0.452267017,5,2.216942149,0.79,5,0.73,0.91,,
355,tweet_eval_emoji_4,22.6,4182,5,59,3.894230836,14.73561863,4401.038099,0,0,1.174329349,4,2.158163848,1,4,0.56,0.72,Nan,0.62
356,tweet_eval_emoji_2,22.90666667,4239,5,57,2.53382149,20.53989167,18444.82272,0,0,0,2,1,1,2,0.41,0.52,Nan,0.34
357,banking77__4,16.54555556,1125,5,89,3.840893268,14.220089,4247.066582,0,0,0.46291005,4,2,0.74,4,0.93,0.98,Nan,0.55
358,tweet_eval_emoji_2,23.05888889,4196,5,52,2.583754765,20.72010655,18606.65568,0,0,0,2,1,1,2,0.33,0.48,Nan,0.42
359,tweet_eval_emoji_4,23.43222222,4239,5,50,3.869954783,14.53883382,4342.265033,0,0,0.452061581,4,1.981025424,1,4,0.62,0.7,Nan,0.73
360,tweet_eval_emoji_5,23.54333333,4189,6,50,4.576799759,13.29110822,2973.885464,0,0,1.488251249,5,3.17122585,0.81,5,0.64,0.73,Nan,0.71
361,tweet_eval_emoji_4,23.15444444,4218,5,49,3.801644073,15.14000828,4521.815806,0,0,1.128847776,4,2.160901735,0.93,4,0.49,0.67,Nan,0.69
362,banking77__4,16.02111111,1130,6,73,3.893218134,14.15881923,4228.767345,0,0,0.418039809,4,2,0.79,4,0.84,0.92,Nan,0.63
363,ag_news,46.45,7294,14,208,3.831965393,14.68697426,4386.509645,3.050715289,2,0.779483763,4,2.113496769,0.8,4,0.55,0.59,0.54,0.16
364,banking77__4,15.91777778,1078,5,59,3.86755063,14.04211683,4193.912226,0,0,0.489897949,4,1.6416,0.74,4,0.91,0.94,Nan,0.66
365,amazon_review_polarity,101.03,8996,18,270,2.585909393,19.43748665,17454.86301,0,0,0,2,1,0.66,2,0.56,0.72,0.89,0.28
366,banking77__2,15.96777778,1138,5,75,2.606495338,19.02029231,17080.22249,0,0,0,2,1,0.54,2,0.82,0.85,0.79,0.51
367,tweet_eval_emoji_10,23.48222222,4221,5,64,7.042662977,9.410352673,930.5793199,0,0,1.160153712,10,4.36717005,0.96,10,0.52,0.59,Nan,0.69
368,tweet_eval_emoji_14,23.34111111,4180,5,61,8.929758941,8.247880081,562.1247502,0,0,0.98834284,14,5.977060203,0.88,14,0.58,0.71,Nan,0.73
369,banking77__14,16.82222222,1147,6,95,7.707310174,7.876139398,536.7891928,0,0,0.945888938,14,3.929342253,0.95,14,0.9,0.89,0.96,0.78
